ocel_id;ocel_time
15484_leave_Truck Depot_tr2;2023-06-09 04:40:55
15486_leave_Supplier_tr5;2023-06-09 07:19:25
15488_leave_Supplier_tr6;2023-06-09 07:21:52
15489_leave_Truck Depot_tr3;2023-06-09 07:34:18
15491_leave_Supplier_tr4;2023-06-09 07:38:06
15493_leave_Supplier_tr3;2023-06-09 07:49:30
15495_leave_Supplier_tr2;2023-06-09 08:07:01
15506_leave_Loading Bay_vh4;2023-06-09 11:00:00
15507_leave_Truck Depot_tr1;2023-06-09 11:57:58
15509_leave_Supplier_tr1;2023-06-09 14:05:11
15512_leave_Supplier Loading Area_tr4;2023-06-09 19:11:53
15513_leave_Supplier Loading Area_cr54;2023-06-09 19:11:53
15517_leave_Loading Bay_fl2;2023-06-12 07:34:17
15519_leave_Terminal South_tr4;2023-06-12 07:34:39
15521_leave_Truck Depot_tr4;2023-06-12 07:34:39
15522_leave_Supplier Loading Area_tr5;2023-06-12 07:36:54
15523_leave_Supplier Loading Area_cr69;2023-06-12 07:36:54
15524_leave_Terminal South_fl2;2023-06-12 07:41:02
15525_leave_Terminal South_cr54;2023-06-12 07:41:02
15529_leave_Supplier_tr4;2023-06-12 07:55:43
15532_leave_Loading Bay_fl3;2023-06-12 07:59:10
15534_leave_Supplier Loading Area_tr2;2023-06-12 07:59:18
15535_leave_Supplier Loading Area_cr68;2023-06-12 07:59:18
15536_leave_Terminal South_tr5;2023-06-12 07:59:24
15538_leave_Truck Depot_tr5;2023-06-12 07:59:24
15539_leave_Terminal South_fl3;2023-06-12 09:08:18
15540_leave_Terminal South_cr69;2023-06-12 09:08:18
15543_leave_Loading Bay_fl2;2023-06-12 09:08:23
15544_leave_Storage_fl1;2023-06-12 09:08:23
15547_leave_Storage_fl1;2023-06-12 09:11:47
15548_leave_Storage_cr2;2023-06-12 09:11:47
15551_leave_Storage_fl2;2023-06-12 09:12:38
15552_leave_Storage_cr4;2023-06-12 09:12:38
15556_leave_Supplier_tr5;2023-06-12 09:14:48
15557_leave_Loading Bay_fl3;2023-06-12 09:15:03
15559_leave_Loading Bay_fl1;2023-06-12 09:15:42
15561_leave_Storage_fl3;2023-06-12 09:16:26
15562_leave_Storage_cr36;2023-06-12 09:16:26
15565_leave_Supplier Loading Area_tr1;2023-06-12 09:18:52
15566_leave_Supplier Loading Area_cr22;2023-06-12 09:18:52
15567_leave_Loading Bay_fl2;2023-06-12 09:18:59
15569_leave_Storage_fl1;2023-06-12 09:20:56
15570_leave_Storage_cr3;2023-06-12 09:20:56
15575_leave_Loading Bay_fl3;2023-06-12 09:21:24
15577_leave_Storage_fl2;2023-06-12 09:24:24
15578_leave_Storage_cr1;2023-06-12 09:24:24
15581_leave_Storage_fl3;2023-06-12 09:24:29
15582_leave_Storage_cr19;2023-06-12 09:24:29
15585_leave_Loading Bay_fl1;2023-06-12 09:25:16
15587_leave_Storage_fl1;2023-06-12 09:27:33
15588_leave_Storage_cr50;2023-06-12 09:27:33
15593_leave_Loading Bay_fl1;2023-06-12 09:31:01
15595_leave_Terminal North_tr2;2023-06-12 09:31:05
15597_leave_Truck Depot_tr2;2023-06-12 09:31:05
15598_leave_Loading Bay_fl2;2023-06-12 09:32:09
15600_leave_Terminal South_tr1;2023-06-12 09:32:12
15602_leave_Truck Depot_tr1;2023-06-12 09:32:12
15603_leave_Loading Bay_fl3;2023-06-12 09:32:47
15605_leave_Storage_fl3;2023-06-12 09:34:05
15606_leave_Storage_cr42;2023-06-12 09:34:05
15609_leave_Loading Bay_fl3;2023-06-12 09:34:49
15611_leave_Terminal North_fl1;2023-06-12 09:35:14
15612_leave_Terminal North_cr68;2023-06-12 09:35:14
15615_leave_Terminal South_fl2;2023-06-12 09:37:23
15616_leave_Terminal South_cr22;2023-06-12 09:37:23
15620_leave_Supplier_tr1;2023-06-12 09:39:06
15621_leave_Storage_fl3;2023-06-12 09:39:29
15622_leave_Storage_cr20;2023-06-12 09:39:29
15626_leave_Supplier_tr2;2023-06-12 09:40:57
15635_leave_Supplier Loading Area_tr5;2023-06-12 14:02:25
15636_leave_Supplier Loading Area_cr65;2023-06-12 14:02:25
15637_leave_Supplier Loading Area_tr3;2023-06-12 14:07:26
15638_leave_Supplier Loading Area_cr67;2023-06-12 14:07:26
15641_leave_Storage_fl1;2023-06-12 14:13:52
15643_leave_Terminal North_tr5;2023-06-12 14:13:54
15645_leave_Truck Depot_tr5;2023-06-12 14:13:54
15646_leave_Supplier Loading Area_tr1;2023-06-12 14:15:53
15647_leave_Supplier Loading Area_cr75;2023-06-12 14:15:53
15648_leave_Terminal North_fl1;2023-06-12 14:17:42
15649_leave_Terminal North_cr65;2023-06-12 14:17:42
15652_leave_Supplier Loading Area_tr6;2023-06-12 14:19:25
15653_leave_Supplier Loading Area_cr58;2023-06-12 14:19:25
15654_leave_Supplier Loading Area_tr2;2023-06-12 14:20:13
15655_leave_Supplier Loading Area_cr63;2023-06-12 14:20:13
15658_leave_Storage_fl1;2023-06-12 14:27:26
15660_leave_Terminal North_tr1;2023-06-12 14:27:30
15662_leave_Truck Depot_tr1;2023-06-12 14:27:30
15664_leave_Supplier_tr5;2023-06-12 14:29:38
15667_leave_Loading Bay_fl3;2023-06-12 14:31:33
15669_leave_Terminal South_tr2;2023-06-12 14:31:39
15671_leave_Truck Depot_tr2;2023-06-12 14:31:39
15673_leave_Supplier_tr1;2023-06-12 14:33:29
15674_leave_Terminal North_fl1;2023-06-12 14:36:18
15675_leave_Terminal North_cr75;2023-06-12 14:36:18
15679_leave_Supplier_tr2;2023-06-12 14:38:01
15680_leave_Terminal South_fl3;2023-06-12 14:38:05
15681_leave_Terminal South_cr63;2023-06-12 14:38:05
15688_leave_Storage_fl1;2023-06-12 14:52:16
15690_leave_Terminal North_tr3;2023-06-12 14:52:19
15692_leave_Truck Depot_tr3;2023-06-12 14:52:19
15697_leave_Loading Bay_fl2;2023-06-12 15:23:42
15699_leave_Terminal North_tr6;2023-06-12 15:23:43
15701_leave_Truck Depot_tr6;2023-06-12 15:23:43
15702_leave_Terminal North_fl2;2023-06-12 15:29:10
15703_leave_Terminal North_cr58;2023-06-12 15:29:10
15707_leave_Supplier_tr6;2023-06-12 15:30:07
15713_leave_Supplier_tr3;2023-06-12 15:56:58
15714_leave_Terminal North_fl1;2023-06-12 15:58:50
15715_leave_Terminal North_cr67;2023-06-12 15:58:50
15718_leave_Storage_fl2;2023-06-12 15:58:50
15720_leave_Supplier Loading Area_tr1;2023-06-12 16:09:37
15721_leave_Supplier Loading Area_cr60;2023-06-12 16:09:37
15724_leave_Storage_fl1;2023-06-12 16:23:39
15726_leave_Terminal North_tr1;2023-06-12 16:23:52
15728_leave_Truck Depot_tr1;2023-06-12 16:23:52
15729_leave_Supplier Loading Area_tr4;2023-06-12 16:26:08
15730_leave_Supplier Loading Area_cr66;2023-06-12 16:26:08
15731_leave_Terminal North_fl1;2023-06-12 16:27:09
15732_leave_Terminal North_cr60;2023-06-12 16:27:09
15736_leave_Supplier_tr1;2023-06-12 16:33:00
15737_leave_Supplier Loading Area_tr5;2023-06-12 16:33:45
15738_leave_Supplier Loading Area_cr40;2023-06-12 16:33:45
15741_leave_Storage_fl1;2023-06-12 16:40:15
15743_leave_Terminal North_tr4;2023-06-12 16:40:28
15745_leave_Truck Depot_tr4;2023-06-12 16:40:28
15746_leave_Terminal North_fl1;2023-06-12 16:46:14
15747_leave_Terminal North_cr66;2023-06-12 16:46:14
15752_leave_Storage_fl1;2023-06-12 16:47:40
15754_leave_Terminal North_tr5;2023-06-12 16:47:44
15756_leave_Truck Depot_tr5;2023-06-12 16:47:44
15758_leave_Supplier_tr4;2023-06-12 16:48:23
15759_leave_Terminal North_fl1;2023-06-12 16:55:47
15760_leave_Terminal North_cr40;2023-06-12 16:55:47
15763_leave_Storage_fl2;2023-06-12 16:59:25
15764_leave_Storage_cr67;2023-06-12 16:59:25
15768_leave_Supplier_tr5;2023-06-12 16:59:29
15773_leave_Supplier Loading Area_tr2;2023-06-12 19:14:26
15774_leave_Supplier Loading Area_cr76;2023-06-12 19:14:26
15777_leave_Supplier Loading Area_tr1;2023-06-13 07:24:20
15778_leave_Supplier Loading Area_cr70;2023-06-13 07:24:20
15781_leave_Storage_fl1;2023-06-13 07:34:17
15783_leave_Terminal North_tr2;2023-06-13 07:34:31
15785_leave_Truck Depot_tr2;2023-06-13 07:34:31
15786_leave_Supplier Loading Area_tr6;2023-06-13 07:34:51
15787_leave_Supplier Loading Area_cr71;2023-06-13 07:34:51
15788_leave_Terminal North_fl1;2023-06-13 07:42:22
15789_leave_Terminal North_cr76;2023-06-13 07:42:22
15793_leave_Supplier_tr2;2023-06-13 07:43:41
15796_leave_Storage_fl1;2023-06-13 07:44:38
15798_leave_Terminal North_tr1;2023-06-13 07:44:42
15800_leave_Truck Depot_tr1;2023-06-13 07:44:42
15801_leave_Terminal North_fl1;2023-06-13 07:52:50
15802_leave_Terminal North_cr70;2023-06-13 07:52:50
15806_leave_Supplier_tr1;2023-06-13 08:54:15
15813_leave_Storage_fl1;2023-06-13 09:29:56
15815_leave_Terminal North_tr6;2023-06-13 09:30:01
15817_leave_Truck Depot_tr6;2023-06-13 09:30:01
15818_leave_Terminal North_fl1;2023-06-13 09:32:45
15819_leave_Terminal North_cr71;2023-06-13 09:32:45
15823_leave_Supplier_tr6;2023-06-13 09:33:59
15824_leave_Supplier Loading Area_tr5;2023-06-13 09:37:47
15825_leave_Supplier Loading Area_cr23;2023-06-13 09:37:47
15826_leave_Supplier Loading Area_tr4;2023-06-13 09:42:13
15827_leave_Supplier Loading Area_cr26;2023-06-13 09:42:13
15828_leave_Supplier Loading Area_tr3;2023-06-13 09:44:16
15829_leave_Supplier Loading Area_cr62;2023-06-13 09:44:16
15832_leave_Storage_fl1;2023-06-13 09:47:29
15834_leave_Terminal North_tr5;2023-06-13 09:47:38
15836_leave_Truck Depot_tr5;2023-06-13 09:47:38
15837_leave_Terminal North_fl1;2023-06-13 09:49:38
15838_leave_Terminal North_cr23;2023-06-13 09:49:38
15843_leave_Storage_fl1;2023-06-13 09:51:58
15845_leave_Terminal North_tr4;2023-06-13 09:52:01
15851_leave_Loading Bay_fl3;2023-06-13 09:54:30
15853_leave_Terminal South_tr3;2023-06-13 09:54:32
15856_leave_Supplier_tr5;2023-06-13 09:54:46
15857_leave_Supplier Loading Area_tr6;2023-06-13 09:54:50
15858_leave_Supplier Loading Area_cr87;2023-06-13 09:54:50
15859_leave_Terminal North_fl1;2023-06-13 09:55:59
15860_leave_Terminal North_cr26;2023-06-13 09:55:59
15863_leave_Terminal South_fl3;2023-06-13 09:59:52
15864_leave_Terminal South_cr62;2023-06-13 09:59:52
15869_leave_Storage_fl1;2023-06-13 10:59:57
15872_leave_Loading Bay_vh5;2023-06-13 11:00:00
15877_leave_Supplier Loading Area_tr5;2023-06-13 11:13:20
15878_leave_Supplier Loading Area_cr84;2023-06-13 11:13:20
15881_leave_Loading Bay_fl2;2023-06-13 11:23:26
15883_leave_Terminal North_tr5;2023-06-13 11:23:29
15885_leave_Supplier Loading Area_tr1;2023-06-13 11:24:28
15886_leave_Supplier Loading Area_cr73;2023-06-13 11:24:28
15887_leave_Terminal North_fl2;2023-06-13 11:27:09
15888_leave_Terminal North_cr84;2023-06-13 11:27:09
15893_leave_Storage_fl2;2023-06-13 11:34:39
15895_leave_Terminal North_tr1;2023-06-13 11:34:42
15897_leave_Terminal North_fl2;2023-06-13 11:38:22
15898_leave_Terminal North_cr73;2023-06-13 11:38:22
15901_leave_Terminal North_tr6;2023-06-13 12:00:01
15903_leave_Truck Depot_tr3;2023-06-13 12:41:16
15904_leave_Terminal North_fl1;2023-06-13 13:06:02
15905_leave_Terminal North_cr87;2023-06-13 13:06:02
15908_leave_Supplier Loading Area_tr2;2023-06-13 13:08:09
15909_leave_Supplier Loading Area_cr8;2023-06-13 13:08:09
15912_leave_Loading Bay_fl3;2023-06-13 13:20:17
15914_leave_Terminal South_tr2;2023-06-13 13:20:20
15916_leave_Terminal South_fl3;2023-06-13 13:25:54
15917_leave_Terminal South_cr8;2023-06-13 13:25:54
15921_leave_Supplier_tr3;2023-06-13 13:45:34
15922_leave_Truck Depot_tr5;2023-06-13 14:46:44
15924_leave_Supplier_tr5;2023-06-13 14:54:24
15927_leave_Supplier Loading Area_tr3;2023-06-13 16:16:38
15928_leave_Supplier Loading Area_cr82;2023-06-13 16:16:38
15931_leave_Truck Depot_tr2;2023-06-13 17:10:06
15932_leave_Truck Depot_tr1;2023-06-13 17:10:06
15933_leave_Truck Depot_tr4;2023-06-13 17:10:06
15935_leave_Supplier_tr4;2023-06-13 17:27:45
15937_leave_Supplier_tr1;2023-06-13 17:29:43
15941_leave_Loading Bay_fl3;2023-06-13 17:35:41
15943_leave_Supplier_tr2;2023-06-13 17:35:47
15944_leave_Terminal South_tr3;2023-06-13 17:35:51
15946_leave_Terminal South_fl3;2023-06-13 17:44:03
15947_leave_Terminal South_cr82;2023-06-13 17:44:03
15950_leave_Supplier Loading Area_tr5;2023-06-13 17:46:37
15951_leave_Supplier Loading Area_cr81;2023-06-13 17:46:37
15952_leave_Truck Depot_tr3;2023-06-13 20:17:59
15953_leave_Truck Depot_tr6;2023-06-14 02:05:46
15955_leave_Supplier_tr6;2023-06-14 07:15:39
15957_leave_Supplier_tr3;2023-06-14 07:25:58
15964_leave_Storage_fl1;2023-06-14 07:46:37
15966_leave_Terminal North_tr5;2023-06-14 07:46:41
15968_leave_Truck Depot_tr5;2023-06-14 07:46:41
15971_leave_Terminal North_fl1;2023-06-14 07:50:52
15972_leave_Terminal North_cr81;2023-06-14 07:50:52
15975_leave_Supplier Loading Area_tr1;2023-06-14 07:53:36
15976_leave_Supplier Loading Area_cr99;2023-06-14 07:53:36
15978_leave_Supplier_tr5;2023-06-14 07:54:26
15987_leave_Loading Bay_fl3;2023-06-14 10:00:22
15989_leave_Terminal South_tr1;2023-06-14 10:00:28
15991_leave_Terminal South_fl3;2023-06-14 10:03:28
15992_leave_Terminal South_cr99;2023-06-14 10:03:28
15995_leave_Truck Depot_tr1;2023-06-14 10:50:16
15996_leave_Supplier Loading Area_tr5;2023-06-14 11:25:38
15997_leave_Supplier Loading Area_cr74;2023-06-14 11:25:38
15998_leave_Supplier Loading Area_tr3;2023-06-14 11:27:09
15999_leave_Supplier Loading Area_cr97;2023-06-14 11:27:09
16000_leave_Supplier Loading Area_tr2;2023-06-14 11:34:30
16001_leave_Supplier Loading Area_cr96;2023-06-14 11:34:30
16004_leave_Loading Bay_fl3;2023-06-14 11:35:27
16006_leave_Terminal South_tr5;2023-06-14 11:35:32
16008_leave_Supplier Loading Area_tr4;2023-06-14 11:38:12
16009_leave_Supplier Loading Area_cr98;2023-06-14 11:38:12
16010_leave_Terminal South_fl3;2023-06-14 11:43:41
16011_leave_Terminal South_cr74;2023-06-14 11:43:41
16016_leave_Storage_fl1;2023-06-14 11:44:34
16018_leave_Terminal North_tr2;2023-06-14 11:44:36
16020_leave_Terminal North_fl1;2023-06-14 11:47:48
16021_leave_Terminal North_cr96;2023-06-14 11:47:48
16026_leave_Storage_fl2;2023-06-14 11:48:07
16028_leave_Terminal North_tr4;2023-06-14 11:48:10
16030_leave_Supplier Loading Area_tr6;2023-06-14 11:49:39
16031_leave_Supplier Loading Area_cr80;2023-06-14 11:49:39
16032_leave_Terminal North_fl2;2023-06-14 11:53:05
16033_leave_Terminal North_cr98;2023-06-14 11:53:05
16037_leave_Supplier_tr1;2023-06-14 11:54:40
16040_leave_Storage_fl1;2023-06-14 11:59:51
16042_leave_Terminal North_tr6;2023-06-14 11:59:54
16046_leave_Loading Bay_fl3;2023-06-14 13:35:56
16048_leave_Terminal South_tr3;2023-06-14 13:36:01
16050_leave_Terminal South_fl3;2023-06-14 13:45:32
16051_leave_Terminal South_cr97;2023-06-14 13:45:32
16054_leave_Terminal North_fl1;2023-06-14 14:01:30
16055_leave_Terminal North_cr80;2023-06-14 14:01:30
16060_leave_Supplier Loading Area_tr1;2023-06-14 14:25:06
16061_leave_Supplier Loading Area_cr91;2023-06-14 14:25:06
16064_leave_Storage_fl2;2023-06-14 14:35:19
16066_leave_Terminal North_tr1;2023-06-14 14:35:23
16068_leave_Terminal North_fl2;2023-06-14 14:39:42
16069_leave_Terminal North_cr91;2023-06-14 14:39:42
16072_leave_Storage_fl1;2023-06-15 02:12:38
16073_leave_Storage_fl2;2023-06-15 02:12:38
16074_leave_Loading Bay_fl3;2023-06-15 02:12:38
16078_leave_Storage_fl2;2023-06-15 07:14:43
16079_leave_Storage_cr96;2023-06-15 07:14:43
16082_leave_Storage_fl1;2023-06-15 07:16:34
16083_leave_Storage_cr37;2023-06-15 07:16:34
16086_leave_Storage_fl3;2023-06-15 07:17:58
16087_leave_Storage_cr24;2023-06-15 07:17:58
16090_leave_Loading Bay_fl1;2023-06-15 07:18:05
16092_leave_Loading Bay_fl2;2023-06-15 07:19:39
16094_leave_Storage_fl1;2023-06-15 07:20:18
16095_leave_Storage_cr56;2023-06-15 07:20:18
16098_leave_Loading Bay_fl1;2023-06-15 07:22:10
16100_leave_Loading Bay_fl3;2023-06-15 07:22:13
16102_leave_Storage_fl2;2023-06-15 07:23:13
16103_leave_Storage_cr98;2023-06-15 07:23:13
16106_leave_Storage_fl3;2023-06-15 07:25:46
16107_leave_Storage_cr55;2023-06-15 07:25:46
16110_leave_Storage_fl1;2023-06-15 07:27:27
16111_leave_Storage_cr10;2023-06-15 07:27:27
16114_leave_Loading Bay_fl2;2023-06-15 07:32:55
16116_leave_Loading Bay_fl1;2023-06-15 07:34:42
16118_leave_Loading Bay_fl3;2023-06-15 07:38:53
16120_leave_Storage_fl1;2023-06-15 07:39:19
16121_leave_Storage_cr66;2023-06-15 07:39:19
16124_leave_Storage_fl2;2023-06-15 07:40:21
16125_leave_Storage_cr76;2023-06-15 07:40:21
16128_leave_Loading Bay_fl1;2023-06-15 07:40:25
16130_leave_Storage_fl1;2023-06-15 07:43:54
16131_leave_Storage_cr40;2023-06-15 07:43:54
16134_leave_Storage_fl3;2023-06-15 07:48:46
16135_leave_Storage_cr70;2023-06-15 07:48:46
16138_leave_Loading Bay_fl2;2023-06-15 07:51:00
16140_leave_Storage_fl2;2023-06-15 07:54:51
16141_leave_Storage_cr68;2023-06-15 07:54:51
16144_leave_Loading Bay_fl1;2023-06-15 07:56:25
16146_leave_Storage_fl1;2023-06-15 07:58:49
16147_leave_Storage_cr87;2023-06-15 07:58:49
16150_leave_Loading Bay_fl3;2023-06-15 07:59:38
16152_leave_Loading Bay_fl2;2023-06-15 09:00:27
16154_leave_Storage_fl2;2023-06-15 09:04:09
16155_leave_Storage_cr23;2023-06-15 09:04:09
16158_leave_Storage_fl3;2023-06-15 09:06:35
16159_leave_Storage_cr75;2023-06-15 09:06:35
16162_leave_Loading Bay_fl1;2023-06-15 09:06:47
16164_leave_Storage_fl1;2023-06-15 09:08:46
16165_leave_Storage_cr58;2023-06-15 09:08:46
16168_leave_Truck Depot_tr4;2023-06-15 19:53:30
16169_leave_Truck Depot_tr1;2023-06-16 01:55:35
16170_leave_Truck Depot_tr6;2023-06-16 07:53:39
16172_leave_Supplier_tr4;2023-06-16 08:09:15
16174_leave_Supplier_tr1;2023-06-16 08:09:55
16178_leave_Supplier_tr6;2023-06-16 09:09:50
16181_leave_Supplier Loading Area_tr6;2023-06-16 09:48:07
16182_leave_Supplier Loading Area_cr94;2023-06-16 09:48:07
16183_leave_Supplier Loading Area_tr4;2023-06-16 10:13:22
16184_leave_Supplier Loading Area_cr78;2023-06-16 10:13:22
16185_leave_Truck Depot_tr5;2023-06-16 10:13:40
16189_leave_Supplier_tr5;2023-06-16 10:20:46
16192_leave_Loading Bay_fl2;2023-06-16 10:25:55
16194_leave_Terminal South_tr4;2023-06-16 10:25:58
16196_leave_Supplier Loading Area_tr1;2023-06-16 10:29:08
16197_leave_Supplier Loading Area_cr108;2023-06-16 10:29:08
16198_leave_Terminal South_fl2;2023-06-16 10:34:40
16199_leave_Terminal South_cr78;2023-06-16 10:34:40
16204_leave_Loading Bay_fl3;2023-06-16 10:41:21
16206_leave_Terminal North_tr1;2023-06-16 10:41:31
16208_leave_Terminal North_fl3;2023-06-16 10:44:07
16209_leave_Terminal North_cr108;2023-06-16 10:44:07
16216_leave_Storage_fl3;2023-06-16 10:48:37
16218_leave_Terminal North_tr6;2023-06-16 10:48:39
16220_leave_Terminal North_fl3;2023-06-16 10:50:24
16221_leave_Terminal North_cr94;2023-06-16 10:50:24
16224_leave_Supplier Loading Area_tr5;2023-06-16 10:59:17
16225_leave_Supplier Loading Area_cr107;2023-06-16 10:59:17
16226_leave_Loading Bay_vh6;2023-06-16 11:00:00
16229_leave_Storage_fl3;2023-06-16 12:48:29
16231_leave_Terminal North_tr5;2023-06-16 13:48:38
16233_leave_Terminal North_fl3;2023-06-16 13:54:13
16234_leave_Terminal North_cr107;2023-06-16 13:54:13
16237_leave_Truck Depot_tr6;2023-06-16 14:27:28
16239_leave_Supplier_tr6;2023-06-16 14:36:47
16242_leave_Supplier Loading Area_tr6;2023-06-16 15:48:59
16243_leave_Supplier Loading Area_cr104;2023-06-16 15:48:59
16246_leave_Storage_fl3;2023-06-16 17:37:26
16248_leave_Terminal North_tr6;2023-06-16 17:37:42
16250_leave_Terminal North_fl3;2023-06-16 17:54:01
16251_leave_Terminal North_cr104;2023-06-16 17:54:01
16254_leave_Truck Depot_tr2;2023-06-16 20:52:39
16255_leave_Truck Depot_tr1;2023-06-16 21:47:21
16257_leave_Truck Depot_tr3;2023-06-17 01:55:25
16258_leave_Truck Depot_tr4;2023-06-17 05:14:51
16259_leave_Truck Depot_tr5;2023-06-17 13:26:25
16260_leave_Truck Depot_tr6;2023-06-17 15:02:22
16261_leave_Storage_fl3;2023-06-19 05:58:17
16263_leave_Loading Bay_fl1;2023-06-19 05:58:17
16265_leave_Loading Bay_fl2;2023-06-19 05:58:17
16268_leave_Supplier_tr6;2023-06-19 07:10:59
16270_leave_Supplier_tr4;2023-06-19 07:23:35
16272_leave_Supplier_tr5;2023-06-19 07:36:55
16275_leave_Storage_fl2;2023-06-19 08:01:21
16276_leave_Storage_cr84;2023-06-19 08:01:21
16279_leave_Storage_fl3;2023-06-19 08:01:48
16280_leave_Storage_cr33;2023-06-19 08:01:48
16284_leave_Storage_fl1;2023-06-19 08:03:33
16285_leave_Storage_cr81;2023-06-19 08:03:33
16288_leave_Supplier_tr1;2023-06-19 08:03:36
16289_leave_Loading Bay_fl3;2023-06-19 08:08:57
16292_leave_Supplier_tr2;2023-06-19 08:10:10
16293_leave_Loading Bay_fl2;2023-06-19 08:14:01
16295_leave_Storage_fl3;2023-06-19 08:14:36
16296_leave_Storage_cr32;2023-06-19 08:14:36
16299_leave_Storage_fl2;2023-06-19 08:17:16
16300_leave_Storage_cr26;2023-06-19 08:17:16
16304_leave_Supplier_tr3;2023-06-19 08:17:42
16315_leave_Supplier Loading Area_tr2;2023-06-19 13:59:50
16316_leave_Supplier Loading Area_cr111;2023-06-19 13:59:50
16317_leave_Supplier Loading Area_tr5;2023-06-19 14:31:09
16318_leave_Supplier Loading Area_cr110;2023-06-19 14:31:09
16319_leave_Supplier Loading Area_tr6;2023-06-19 14:32:46
16320_leave_Supplier Loading Area_cr113;2023-06-19 14:32:46
16321_leave_Supplier Loading Area_tr1;2023-06-19 14:35:51
16322_leave_Supplier Loading Area_cr31;2023-06-19 14:35:51
16323_leave_Supplier Loading Area_tr4;2023-06-19 14:35:59
16324_leave_Supplier Loading Area_cr83;2023-06-19 14:35:59
16325_leave_Supplier Loading Area_tr3;2023-06-19 14:42:33
16326_leave_Supplier Loading Area_cr79;2023-06-19 14:42:33
16329_leave_Loading Bay_fl3;2023-06-19 14:47:00
16333_leave_Loading Bay_fl1;2023-06-19 14:47:03
16335_leave_Terminal North_tr4;2023-06-19 14:47:04
16337_leave_Truck Depot_tr4;2023-06-19 14:47:04
16338_leave_Terminal South_tr1;2023-06-19 14:47:10
16340_leave_Truck Depot_tr1;2023-06-19 14:47:10
16341_leave_Terminal North_fl3;2023-06-19 14:52:45
16342_leave_Terminal North_cr83;2023-06-19 14:52:45
16345_leave_Storage_fl3;2023-06-19 14:52:45
16347_leave_Terminal South_fl1;2023-06-19 14:54:18
16348_leave_Terminal South_cr31;2023-06-19 14:54:18
16351_leave_Storage_fl3;2023-06-19 14:54:55
16352_leave_Storage_cr83;2023-06-19 14:54:55
16356_leave_Supplier_tr1;2023-06-19 14:55:58
16359_leave_Loading Bay_fl2;2023-06-19 15:10:45
16361_leave_Terminal South_tr2;2023-06-19 15:10:48
16363_leave_Truck Depot_tr2;2023-06-19 15:10:48
16364_leave_Terminal South_fl2;2023-06-19 15:17:36
16365_leave_Terminal South_cr111;2023-06-19 15:17:36
16369_leave_Supplier_tr2;2023-06-19 15:18:55
16374_leave_Loading Bay_fl2;2023-06-19 15:46:37
16376_leave_Terminal North_tr5;2023-06-19 15:46:39
16378_leave_Truck Depot_tr5;2023-06-19 15:46:39
16381_leave_Terminal North_fl2;2023-06-19 15:49:57
16382_leave_Terminal North_cr110;2023-06-19 15:49:57
16385_leave_Storage_fl2;2023-06-19 15:49:57
16387_leave_Terminal South_tr6;2023-06-19 15:50:00
16389_leave_Truck Depot_tr6;2023-06-19 15:50:00
16391_leave_Supplier_tr4;2023-06-19 15:50:24
16393_leave_Supplier_tr5;2023-06-19 15:51:11
16396_leave_Loading Bay_fl1;2023-06-19 16:09:48
16398_leave_Terminal North_tr3;2023-06-19 16:09:50
16400_leave_Truck Depot_tr3;2023-06-19 16:09:50
16401_leave_Terminal North_fl1;2023-06-19 16:13:47
16402_leave_Terminal North_cr79;2023-06-19 16:13:47
16408_leave_Supplier_tr3;2023-06-19 16:15:58
16412_leave_Supplier_tr6;2023-06-19 16:52:20
16413_leave_Terminal South_fl2;2023-06-19 16:55:18
16414_leave_Terminal South_cr113;2023-06-19 16:55:18
16421_leave_Supplier Loading Area_tr4;2023-06-19 17:53:17
16422_leave_Supplier Loading Area_cr85;2023-06-19 17:53:17
16425_leave_Supplier Loading Area_tr3;2023-06-20 08:05:18
16426_leave_Supplier Loading Area_cr118;2023-06-20 08:05:18
16427_leave_Supplier Loading Area_tr5;2023-06-20 08:19:08
16428_leave_Supplier Loading Area_cr72;2023-06-20 08:19:08
16429_leave_Supplier Loading Area_tr2;2023-06-20 08:31:48
16430_leave_Supplier Loading Area_cr109;2023-06-20 08:31:48
16431_leave_Supplier Loading Area_tr1;2023-06-20 08:36:47
16432_leave_Supplier Loading Area_cr114;2023-06-20 08:36:47
16435_leave_Storage_fl1;2023-06-20 08:38:47
16437_leave_Terminal North_tr5;2023-06-20 08:38:57
16439_leave_Truck Depot_tr5;2023-06-20 08:38:57
16440_leave_Terminal North_fl1;2023-06-20 08:43:39
16441_leave_Terminal North_cr72;2023-06-20 08:43:39
16446_leave_Loading Bay_fl3;2023-06-20 08:51:27
16448_leave_Terminal South_tr2;2023-06-20 08:51:35
16450_leave_Truck Depot_tr2;2023-06-20 08:51:35
16452_leave_Supplier_tr5;2023-06-20 08:52:37
16455_leave_Loading Bay_fl2;2023-06-20 08:56:38
16457_leave_Terminal South_tr1;2023-06-20 08:56:51
16459_leave_Truck Depot_tr1;2023-06-20 08:56:51
16462_leave_Storage_fl1;2023-06-20 08:58:01
16464_leave_Terminal North_tr4;2023-06-20 08:58:04
16466_leave_Terminal South_fl3;2023-06-20 08:58:33
16467_leave_Terminal South_cr109;2023-06-20 08:58:33
16471_leave_Supplier_tr2;2023-06-20 08:59:07
16472_leave_Supplier Loading Area_tr6;2023-06-20 09:08:36
16473_leave_Supplier Loading Area_cr106;2023-06-20 09:08:36
